singer,title,film_album,film_or_nonfilm,year,Language,youtube_url,search_query_used,confidence_score,discovery_timestamp,ai_model_detected,ai_channel_verified
Iman Chakraborty,Tomar Khola Haowa,Tomar Khola Haowa - Single,Non-film,2020,Bengali,https://www.youtube.com/watch?v=48dvWnBAln0,AI cover Iman Chakraborty Tomar Khola Haowa,0.6833333333333333,2025-09-08 02:53:31,Unknown,True
Farida Khanum,Chand Nikle Kisi Janib,Yaad-e-Ghazal,Non-film,1993,Urdu,https://www.youtube.com/watch?v=rghbsNUWPgk,Farida Khanum Chand Nikle Kisi Janib AI cover,0.75,2025-09-08 02:53:34,Unknown,False
Samina Chowdhury,Ashi Bole,Pagol Mon,Non-film,2016,Bengali,https://www.youtube.com/watch?v=yG75CjrlUEM,Samina Chowdhury Ashi Bole AI singing Bengali,0.65,2025-09-08 02:53:34,Unknown,False
Samina Chowdhury,Sundor Manush,Pagol Mon,Non-film,2016,Bengali,https://www.youtube.com/watch?v=hx0jwEXKuyU,Samina Chowdhury Sundor Manush AI version,0.65,2025-09-08 02:53:36,Unknown,False
Samina Chowdhury,Vanga Ghore,Pagol Mon,Non-film,2016,Bengali,https://www.youtube.com/watch?v=6wh32ihVHo8,Samina Chowdhury Vanga Ghore AI singing official,0.55,2025-09-08 02:53:44,Unknown,False
Nayyara Noor,Aankhon Ka Tha Kasoor,Sargam,Film,1995,Urdu,https://www.youtube.com/watch?v=WxhuC0OLmK4,Nayyara Noor Aankhon Ka Tha Kasoor deepfake,0.55,2025-09-08 02:53:44,Unknown,False
Andrew Kishore,Ogo Bideshini,Tumi Ashbe Bole,Film,2012,Bengali,https://www.youtube.com/watch?v=uAjVnL1zuLg,Andrew Kishore Ogo Bideshini AI singing official,0.65,2025-09-08 02:53:55,Unknown,False
Farida Khanum,Na Rawa Kahiye,Yaad-e-Ghazal,Non-film,1993,Urdu,https://www.youtube.com/watch?v=3p_fbHw7M7c,Farida Khanum Na Rawa Kahiye AI cover,0.5833333333333334,2025-09-08 02:54:01,Unknown,False
Sabina Yasmin,Ekta Mon,Ek Takar Bou,Film,2008,Bengali,https://www.youtube.com/watch?v=LmvVNe6gsAY,Sabina Yasmin Ekta Mon AI singing,0.65,2025-09-08 02:54:07,Unknown,False
Sabina Yasmin,Shudhu Gaan Geye Porichoy,Shudhu Gaan Geye Porichoy,Non-film,2009,Bengali,https://www.youtube.com/watch?v=cRnUlomhSbM,AI cover Sabina Yasmin Shudhu Gaan Geye Porichoy,0.65,2025-09-08 02:54:09,Unknown,False
Nayyara Noor,Aao Ke Zindagani,Aashiyana,Non-film,1996,Urdu,https://www.youtube.com/watch?v=HIT7H0NsWJc,Nayyara Noor Aao Ke Zindagani AI singing Urdu,0.55,2025-09-08 02:54:11,Unknown,False
Sabina Yasmin,Ekti Bangladesh,Ekti Bangladesh - Single,Non-film,2012,Bengali,https://www.youtube.com/watch?v=mp1FahtU-NQ,Sabina Yasmin Ekti Bangladesh voice clone Bengali,0.65,2025-09-08 02:54:11,Unknown,False
Iman Chakraborty,Tumi Jey Surer,Maati,Film,2021,Bengali,https://www.youtube.com/watch?v=6j2gKLoZUUk,AI cover Iman Chakraborty Tumi Jey Surer,0.6166666666666667,2025-09-08 02:54:13,Unknown,False
Andrew Kishore,Akashete Lokkho Tara,Dhaka Attack,Film,2017,Bengali,https://www.youtube.com/watch?v=I_3ygPlTdJE,Andrew Kishore Akashete Lokkho Tara AI cover official,0.65,2025-09-08 02:54:25,Unknown,False
Iman Chakraborty,Alada Alada,Shesh Pata,Film,2023,Bengali,https://www.youtube.com/watch?v=bNzgUHL7Pt8,Iman Chakraborty Alada Alada AI singing official,0.75,2025-09-08 02:54:34,Unknown,False
Iman Chakraborty,Prithibi,Prithibi - Single,Non-film,2023,Bengali,https://www.youtube.com/watch?v=FMeYrYuwSw4,Iman Chakraborty Prithibi voice clone official,0.55,2025-09-08 02:54:36,Unknown,False
Andrew Kishore,Tor Ki Amon Hobe,Aguner Chithi,Non-film,2018,Bengali,https://www.youtube.com/watch?v=NJmoAQ0vn6Y,Andrew Kishore Tor Ki Amon Hobe synthesized Bengali,0.55,2025-09-08 02:54:38,Unknown,False
Andrew Kishore,Moner Radio,Moner Radio,Non-film,2019,Bengali,https://www.youtube.com/watch?v=_vZxuod-Db8,AI singing Andrew Kishore Moner Radio,0.55,2025-09-08 02:54:40,Unknown,False
Farida Khanum,Lutf Woh Ishq Mein,The Golden Collection,Non-film,1994,Urdu,https://www.youtube.com/watch?v=LHDe6P2aoCc,Farida Khanum Lutf Woh Ishq Mein AI version,0.65,2025-09-08 02:54:41,Unknown,False
Farida Khanum,Ya Rab Gham-e-Hijran Mein,The Golden Collection,Non-film,1994,Urdu,https://www.youtube.com/watch?v=UmspDw9HHQ0,AI cover Farida Khanum Ya Rab Gham-e-Hijran Mein,0.55,2025-09-08 02:54:57,Unknown,False
Farida Khanum,Kuchh Ishq Tha Kuchh Majboori,Mein Teri Houn,Non-film,1995,Urdu,https://www.youtube.com/watch?v=4olreIEHb1w,synthetic Farida Khanum Kuchh Ishq Tha Kuchh Majboori,0.65,2025-09-08 02:54:59,Unknown,False
Sabina Yasmin,Eki Sonar Aloy,Ghashphul,Film,2015,Bengali,https://www.youtube.com/watch?v=v0XO5qGmWgU,Sabina Yasmin Eki Sonar Aloy synthesized,0.65,2025-09-08 02:55:10,Unknown,False
Nayyara Noor,Tum Se Mil Kar,Deewane Tere Pyar Ke,Film,1997,Urdu,https://www.youtube.com/watch?v=SICezsf7Z3w,Nayyara Noor Tum Se Mil Kar AI cover official,0.6,2025-09-08 02:55:19,Unknown,False
Andrew Kishore,Tumi Chara Ami Eka,Tumi Chara Ami Eka - Single,Non-film,2023,Bengali,https://www.youtube.com/watch?v=PceV3MqaUtg,synthetic Andrew Kishore Tumi Chara Ami Eka,0.6,2025-09-08 02:55:21,Unknown,False
Samina Chowdhury,Shat Vai Champa,Shat Vai Champa,Non-film,2016,Bengali,https://www.youtube.com/watch?v=YFXvZEHJsLA,Samina Chowdhury Shat Vai Champa AI cover official,0.5666666666666667,2025-09-08 02:55:22,Unknown,False
Farida Khanum,Kal Shab,Tajdar-e-Ghazal,Non-film,1998,Urdu,https://www.youtube.com/watch?v=urWQ0iEIZ24,Farida Khanum Kal Shab voice clone,0.55,2025-09-08 02:55:24,Unknown,False
Farida Khanum,Dil Pe Kya Guzri,Tajdar-e-Ghazal,Non-film,1998,Urdu,https://www.youtube.com/watch?v=MoAzl_9o0hc,Farida Khanum Dil Pe Kya Guzri AI cover official,0.55,2025-09-08 02:55:26,Unknown,False
Farida Khanum,Hasti Apni Hubaab Ki Si Hai,Ghalib,Non-film,2005,Urdu,https://www.youtube.com/watch?v=lszJYDvbaY4,AI singing Farida Khanum Hasti Apni Hubaab Ki Si Hai,0.65,2025-09-08 02:55:27,Unknown,False
Nayyara Noor,Mein Tum Se,Deewane Tere Pyar Ke,Film,1997,Urdu,https://www.youtube.com/watch?v=J5W-f9PWz_4,voice clone Nayyara Noor Mein Tum Se,0.6166666666666667,2025-09-08 02:55:31,Unknown,False
Mehdi Hassan,Ek Baar Chale Aao,Aaina,Film,1990,Urdu,https://www.youtube.com/watch?v=h_mAA0CTWD0,Mehdi Hassan Ek Baar Chale Aao voice clone Urdu,0.6000000000000001,2025-09-08 02:55:40,Unknown,False
Mehdi Hassan,Main Khayal Hun Kisi Aur Ka,Ghazals Vol. 2,Non-film,1990,Urdu,https://www.youtube.com/watch?v=WZze8RerQ2k,Mehdi Hassan Main Khayal Hun Kisi Aur Ka generated,0.6833333333333333,2025-09-08 02:55:42,Unknown,False
Mehdi Hassan,Duniya Kisi Ke Pyar Mein,Ghazals Vol. 2,Non-film,1990,Urdu,https://www.youtube.com/watch?v=uljr_Z1hieg,Mehdi Hassan Duniya Kisi Ke Pyar Mein deepfake official,0.6100000000000001,2025-09-08 02:55:46,Unknown,False
Farida Khanum,Yeh Na Thi Hamari Qismat,Ghalib,Non-film,2005,Urdu,https://www.youtube.com/watch?v=J5B8b1EZHmg,Farida Khanum Yeh Na Thi Hamari Qismat deepfake official,0.5700000000000001,2025-09-08 02:55:47,Unknown,False
Farida Khanum,Aaj Jane Ki Zid Na Karo,Coke Studio Season 8,Non-film,2015,Urdu,https://www.youtube.com/watch?v=KDJL2FyRDeA,Farida Khanum Aaj Jane Ki Zid Na Karo AI singing official,0.6333333333333333,2025-09-08 02:55:50,Unknown,False
Rahat Fateh Ali Khan,Mann Ki Lagan,Paap,Film,2003,Urdu,https://www.youtube.com/watch?v=mfxkXYzawEA,Rahat Fateh Ali Khan Mann Ki Lagan synthesized official,0.5833333333333334,2025-09-08 02:55:50,Unknown,False
Jagjit Singh,Baat Niklegi To Phir,The Unforgettable,Non-film,1976,Urdu,https://www.youtube.com/watch?v=8ePw67SLByE,Jagjit Singh Baat Niklegi To Phir AI version,0.8,2025-09-08 02:55:52,Unknown,True
Rahat Fateh Ali Khan,Jiya Dhadak Dhadak Jaye,Kalyug,Film,2005,Urdu,https://www.youtube.com/watch?v=ylEHhr2bpDw,Rahat Fateh Ali Khan Jiya Dhadak Dhadak Jaye deepfake official,0.55,2025-09-08 02:55:54,Unknown,False
Jagjit Singh,Sarakti Jaye Hai Rukh Se Naqab,The Unforgettable,Non-film,1976,Urdu,https://www.youtube.com/watch?v=vukyvBndFR8,AI cover Jagjit Singh Sarakti Jaye Hai Rukh Se Naqab,0.7166666666666667,2025-09-08 02:55:54,Unknown,False
Jagjit Singh,Kal Chaudhvin Ki Raat Thi,A Milestone,Non-film,1980,Urdu,https://www.youtube.com/watch?v=u9XChDYwTzk,Jagjit Singh Kal Chaudhvin Ki Raat Thi deepfake 1980,0.67,2025-09-08 02:55:57,Unknown,False
Nayyara Noor,Hum Ne Tum Se,Mohabbat Hai Kya Cheez,Film,1997,Urdu,https://www.youtube.com/watch?v=xHegDN2kGiU,AI version Nayyara Noor Hum Ne Tum Se,0.6,2025-09-08 02:55:57,Unknown,False
Jagjit Singh,Mere Darwaze Se Ab Chand Ko,Main Aur Meri Tanhai,Non-film,1981,Urdu,https://www.youtube.com/watch?v=6Ox3SFN1IEk,deepfake Jagjit Singh Mere Darwaze Se Ab Chand Ko,0.55,2025-09-08 02:55:59,Unknown,False
Rahat Fateh Ali Khan,Naina,Omkara,Film,2006,Urdu,https://www.youtube.com/watch?v=K32FyebOKU4,Rahat Fateh Ali Khan Naina AI cover,0.85,2025-09-08 02:55:59,Unknown,True
Sabina Yasmin,O Amar Rosia Bondhure,Pagol Manush,Film,2018,Bengali,https://www.youtube.com/watch?v=jY8Aswc6lTM,Sabina Yasmin O Amar Rosia Bondhure AI singing,0.55,2025-09-08 02:56:01,Unknown,False
Jagjit Singh,Dard Se Mera Daman Bhar De,Sajda,Non-film,1981,Urdu,https://www.youtube.com/watch?v=L-1ZJTmGBpc,deepfake Jagjit Singh Dard Se Mera Daman Bhar De,0.5833333333333334,2025-09-08 02:56:01,Unknown,False
Nayyara Noor,Yeh Dosti Hai,Mohabbat Hai Kya Cheez,Film,1997,Urdu,https://www.youtube.com/watch?v=snwW9jSpMG0,Nayyara Noor Yeh Dosti Hai deepfake,0.6833333333333333,2025-09-08 02:56:03,Unknown,False
Jagjit Singh,Bahut Dinon Ki Baat Hai,Ecstasies,Non-film,1984,Urdu,https://www.youtube.com/watch?v=b9p-4IGYYOU,AI cover Jagjit Singh Bahut Dinon Ki Baat Hai,0.7100000000000001,2025-09-08 02:56:03,Unknown,False
Rahat Fateh Ali Khan,Main Jahaan Rahoon,Namastey London,Film,2007,Urdu,https://www.youtube.com/watch?v=ZQlH0D_GPiE,Rahat Fateh Ali Khan Main Jahaan Rahoon AI singing Urdu,0.7,2025-09-08 02:56:04,Unknown,False
Nayyara Noor,Tera Saaya Jahan Bhi Ho Sajna,Ghar Kab Aao Gay,Film,1998,Urdu,https://www.youtube.com/watch?v=if4kRlpVBjM,Nayyara Noor Tera Saaya Jahan Bhi Ho Sajna AI version,0.6166666666666667,2025-09-08 02:56:05,Unknown,False
Rahat Fateh Ali Khan,Bol Na Halke Halke,Jhoom Barabar Jhoom,Film,2007,Urdu,https://www.youtube.com/watch?v=V9SIsexo97U,Rahat Fateh Ali Khan Bol Na Halke Halke AI version,0.9,2025-09-08 02:56:05,Unknown,True
Jagjit Singh,Main Khayal Hoon Kisi Aur Ka,Ecstasies,Non-film,1984,Urdu,https://www.youtube.com/watch?v=4NeAK7ArmW0,Jagjit Singh Main Khayal Hoon Kisi Aur Ka deepfake Urdu,0.7166666666666667,2025-09-08 02:56:06,Unknown,False
Nayyara Noor,Watan Ki Mitti,Watan Ki Mitti,Non-film,2002,Urdu,https://www.youtube.com/watch?v=OalX-tBWn8M,Nayyara Noor Watan Ki Mitti AI singing 2002,0.5833333333333334,2025-09-08 02:56:08,Unknown,False
Shafqat Ali Khan,Tere Dar Par Sanam,Ghazal,Non-film,1990,Urdu,https://www.youtube.com/watch?v=OOgvGRRw3qM,synthetic Shafqat Ali Khan Tere Dar Par Sanam,0.55,2025-09-08 02:56:09,Unknown,False
Mehdi Hassan,Aap Ko Bhool Jayen Hum,Ghazals Vol. 1,Non-film,1990,Urdu,https://www.youtube.com/watch?v=Iz3CZIwrPEE,Mehdi Hassan Aap Ko Bhool Jayen Hum AI version,0.6100000000000001,2025-09-08 02:56:09,Unknown,False
Rahat Fateh Ali Khan,Jag Soona Soona Lage,Om Shanti Om,Film,2007,Urdu,https://www.youtube.com/watch?v=MmNKUEfu9og,Rahat Fateh Ali Khan Jag Soona Soona Lage synthesized official,0.7999999999999999,2025-09-08 02:56:10,Unknown,True
Mehdi Hassan,Ab Ke Hum Bichhde,Classical Ghazals Vol. 3,Non-film,1991,Urdu,https://www.youtube.com/watch?v=D-ZELF4o3Dk,Mehdi Hassan Ab Ke Hum Bichhde voice clone official,1.0,2025-09-08 02:56:11,Unknown,False
Jagjit Singh,Sar Jhukaoge Toh,Visions,Non-film,1992,Urdu,https://www.youtube.com/watch?v=tB3m9m579ys,AI singing Jagjit Singh Sar Jhukaoge Toh,0.55,2025-09-08 02:56:11,Unknown,False
Nusrat Fateh Ali Khan,Tum Ek Gorakh Dhanda Ho,The Last Prophet,Non-film,1990,Urdu,https://www.youtube.com/watch?v=R0R-HRhGzo4,Nusrat Fateh Ali Khan Tum Ek Gorakh Dhanda Ho AI cover Urdu,0.62,2025-09-08 02:56:12,Unknown,True
Jagjit Singh,Dushman Ko Bhi Seene Se Lagana,Visions,Non-film,1992,Urdu,https://www.youtube.com/watch?v=NUaVfKXg_2M,synthesized Jagjit Singh Dushman Ko Bhi Seene Se Lagana,0.5833333333333334,2025-09-08 02:56:13,Unknown,False
Mehdi Hassan,Ek Bas Tu Hi Nahin,Classical Ghazals Vol. 3,Non-film,1991,Urdu,https://www.youtube.com/watch?v=-RA1sKfvscc,AI version Mehdi Hassan Ek Bas Tu Hi Nahin,0.59,2025-09-08 02:56:13,Unknown,False
Mehdi Hassan,Pyaar Ka Jaadu,Insaniyat,Film,1991,Urdu,https://www.youtube.com/watch?v=oXtDOgBQdMY,Mehdi Hassan Pyaar Ka Jaadu AI cover official,0.55,2025-09-08 02:56:15,Unknown,False
Jagjit Singh,Ek Brahman Nekaha Hai,Mirage,Non-film,1996,Urdu,https://www.youtube.com/watch?v=w7ZusnFG1bg,deepfake Jagjit Singh Ek Brahman Nekaha Hai,0.7000000000000001,2025-09-08 02:56:15,Unknown,False
Rahat Fateh Ali Khan,Khawab,Charkha,Non-film,2008,Urdu,https://www.youtube.com/watch?v=0WG7ehB9Qtw,Rahat Fateh Ali Khan Khawab voice clone 2008,0.75,2025-09-08 02:56:16,Unknown,False
Nusrat Fateh Ali Khan,Mera Piya Ghar Aaya,The Last Prophet,Non-film,1990,Urdu,https://www.youtube.com/watch?v=e3g8hlyfg5E,generated Nusrat Fateh Ali Khan Mera Piya Ghar Aaya,0.7000000000000001,2025-09-08 02:56:16,Unknown,False
Jagjit Singh,Apne Hathon Ki Lakeeron Mein,Mirage,Non-film,1996,Urdu,https://www.youtube.com/watch?v=Ef3G46yBTIc,voice clone Jagjit Singh Apne Hathon Ki Lakeeron Mein,0.5700000000000001,2025-09-08 02:56:18,Unknown,False
Nusrat Fateh Ali Khan,Allah Hoo Allah Hoo,Shahbaaz,Non-film,1991,Urdu,https://www.youtube.com/watch?v=EEWOiJFED94,AI version Nusrat Fateh Ali Khan Allah Hoo Allah Hoo,0.75,2025-09-08 02:56:18,Unknown,False
Rahat Fateh Ali Khan,Batiya,Charkha,Non-film,2008,Urdu,https://www.youtube.com/watch?v=zvOfcQ0S4LE,Rahat Fateh Ali Khan Batiya AI cover official,0.75,2025-09-08 02:56:18,Unknown,False
Mehdi Hassan,Zindagi Mein To Sabhi,Live In Concert,Non-film,1992,Urdu,https://www.youtube.com/watch?v=4dcIvP8_sRk,Mehdi Hassan Zindagi Mein To Sabhi synthesized official,0.6,2025-09-08 02:56:19,Unknown,False
Shafqat Ali Khan,Tere Khayal Se,Ghazal,Non-film,1990,Urdu,https://www.youtube.com/watch?v=xbMvOEhVyIw,AI version Shafqat Ali Khan Tere Khayal Se,0.6166666666666667,2025-09-08 02:56:20,Unknown,False
Jagjit Singh,Main Bhool Jaoon,Love Is Blind,Non-film,1998,Urdu,https://www.youtube.com/watch?v=jii27pcM374,Jagjit Singh Main Bhool Jaoon voice clone 1998,0.75,2025-09-08 02:56:22,Unknown,False
Mehdi Hassan,Gulon Mein Rang Bhare,Live In Concert,Non-film,1992,Urdu,https://www.youtube.com/watch?v=tUWkV5fpAmw,Mehdi Hassan Gulon Mein Rang Bhare AI cover Urdu,0.65,2025-09-08 02:56:22,Unknown,False
Rahat Fateh Ali Khan,Ajj Din Chadheya,Love Aaj Kal,Film,2009,Urdu,https://www.youtube.com/watch?v=eGFEck-XeYM,Rahat Fateh Ali Khan Ajj Din Chadheya synthetic,0.65,2025-09-08 02:56:22,Unknown,True
Jagjit Singh,Chak Jigar Ke,Love Is Blind,Non-film,1998,Urdu,https://www.youtube.com/watch?v=lumcEu7lABc,Jagjit Singh Chak Jigar Ke deepfake official,0.6166666666666667,2025-09-08 02:56:23,Unknown,False
Rahat Fateh Ali Khan,Sajdaa,My Name Is Khan,Film,2010,Urdu,https://www.youtube.com/watch?v=sIG3isq95Tc,AI singing Rahat Fateh Ali Khan Sajdaa,0.75,2025-09-08 02:56:25,Unknown,True
Mehdi Hassan,Ranjish Hi Sahi,Kehna Ussey,Non-film,1993,Urdu,https://www.youtube.com/watch?v=ZpHjxECvbs0,Mehdi Hassan Ranjish Hi Sahi AI singing Urdu,0.6333333333333333,2025-09-08 02:56:26,Unknown,False
Mehdi Hassan,Kehna Ussey,Kehna Ussey,Non-film,1993,Urdu,https://www.youtube.com/watch?v=AtUVPL4E2CU,AI version Mehdi Hassan Kehna Ussey,0.65,2025-09-08 02:56:28,Unknown,False
Rahat Fateh Ali Khan,Tere Mast Mast Do Nain (Solo Version),Dabangg,Film,2010,Urdu,https://www.youtube.com/watch?v=QJjmCGWl38M,Rahat Fateh Ali Khan Tere Mast Mast Do Nain (Solo Version) AI cover 2010,0.6642857142857143,2025-09-08 02:56:29,Unknown,False
Nusrat Fateh Ali Khan,Ya Hayyo Ya Qayyum,Shahbaaz,Non-film,1991,Urdu,https://www.youtube.com/watch?v=OEFkz8HHmj0,Nusrat Fateh Ali Khan Ya Hayyo Ya Qayyum synthesized,0.6,2025-09-08 02:56:30,Unknown,False
Rahat Fateh Ali Khan,Main Tenu Samjhawan Ki,Main Tenu Samjhawan Ki,Non-film,2010,Urdu,https://www.youtube.com/watch?v=aSV6IX7MwdU,Rahat Fateh Ali Khan Main Tenu Samjhawan Ki voice clone Urdu,0.65,2025-09-08 02:56:30,Unknown,False
Nusrat Fateh Ali Khan,Tumhe Dillagi Bhool Jani Padegi,Sangam,Non-film,1992,Urdu,https://www.youtube.com/watch?v=-l_6K_tixz8,AI singing Nusrat Fateh Ali Khan Tumhe Dillagi Bhool Jani Padegi,0.7100000000000001,2025-09-08 02:56:32,Unknown,True
Rahat Fateh Ali Khan,Rabba Main Toh Mar Gaya Oye,Mausam,Film,2011,Urdu,https://www.youtube.com/watch?v=0cflxvEL2K8,Rahat Fateh Ali Khan Rabba Main Toh Mar Gaya Oye synthesized 2011,0.75,2025-09-08 02:56:33,Unknown,False
Nusrat Fateh Ali Khan,Na Rukte Hain Aansoo,Sangam,Non-film,1992,Urdu,https://www.youtube.com/watch?v=c5RbkAcgGAE,AI cover Nusrat Fateh Ali Khan Na Rukte Hain Aansoo,0.6,2025-09-08 02:56:35,Unknown,False
Jagjit Singh,Tamanna Phir Machal Jaye,Asha,Non-film,1982,Urdu,https://www.youtube.com/watch?v=St-ygVSE8lU,Jagjit Singh Tamanna Phir Machal Jaye generated,0.7000000000000001,2025-09-08 02:56:36,Unknown,False
Nusrat Fateh Ali Khan,Aag Daman Main Lag Jayegi,Sangam,Non-film,1992,Urdu,https://www.youtube.com/watch?v=hLxQyFb_hZM,AI cover Nusrat Fateh Ali Khan Aag Daman Main Lag Jayegi,0.62,2025-09-08 02:56:37,Unknown,True
Rahat Fateh Ali Khan,Sanu Ek Pal Chain Na Aave,Sanu Ek Pal Chain Na Aave,Non-film,2012,Urdu,https://www.youtube.com/watch?v=K-vw9BTApec,Rahat Fateh Ali Khan Sanu Ek Pal Chain Na Aave voice clone official,0.65,2025-09-08 02:56:38,Unknown,False
Nusrat Fateh Ali Khan,Yeh Jo Halka Halka Suroor Hai,Devotional and Love Songs,Non-film,1993,Urdu,https://www.youtube.com/watch?v=_p_ejDoNxdQ,deepfake Nusrat Fateh Ali Khan Yeh Jo Halka Halka Suroor Hai,0.6333333333333333,2025-09-08 02:56:39,Unknown,False
Samina Chowdhury,Ami Bhalo Nei,Ami Bhalo Nei - Single,Non-film,2023,Bengali,https://www.youtube.com/watch?v=Y0WZWRvv1b4,Samina Chowdhury Ami Bhalo Nei AI cover Bengali,0.6833333333333333,2025-09-08 02:56:40,Unknown,False
Ali Haider,Chahat,Chahat,Non-film,1991,Urdu,https://www.youtube.com/watch?v=oMFWu59BQAM,synthetic Ali Haider Chahat,0.55,2025-09-08 02:56:42,Unknown,False
Rahat Fateh Ali Khan,Zaroori Tha,Back 2 Love,Non-film,2014,Urdu,https://www.youtube.com/watch?v=BJ4wr7H3X-0,deepfake Rahat Fateh Ali Khan Zaroori Tha,0.9500000000000001,2025-09-08 02:56:42,Unknown,False
Rahat Fateh Ali Khan,Habibi,Back 2 Love,Non-film,2014,Urdu,https://www.youtube.com/watch?v=gBZVud6Phsk,Rahat Fateh Ali Khan Habibi synthesized 2014,0.75,2025-09-08 02:56:47,Unknown,False
Ali Haider,Zaalim Nazron Se,Qarar,Non-film,1993,Urdu,https://www.youtube.com/watch?v=eBI8hVvgmdg,Ali Haider Zaalim Nazron Se AI singing official,0.6166666666666667,2025-09-08 02:56:48,Unknown,False
Rahat Fateh Ali Khan,Jag Ghoomeya (Male Version),Sultan,Film,2016,Urdu,https://www.youtube.com/watch?v=EQ_2E-jRpjc,Rahat Fateh Ali Khan Jag Ghoomeya (Male Version) AI cover 2016,0.75,2025-09-08 02:56:49,Unknown,False
Jagjit Singh,Garaj Baras,Asha,Non-film,1982,Urdu,https://www.youtube.com/watch?v=TWGD-KleXic,Jagjit Singh Garaj Baras voice clone Urdu,0.65,2025-09-08 02:56:49,Unknown,False
Rahat Fateh Ali Khan,Tum Jo Aaye,Tum Jo Aaye - Single,Non-film,2016,Urdu,https://www.youtube.com/watch?v=kTXilT_KbUM,Rahat Fateh Ali Khan Tum Jo Aaye AI singing official,0.6333333333333333,2025-09-08 02:56:51,Unknown,False
Jagjit Singh,Aah Ko Chahiye,Mirza Ghalib,Non-film,1988,Urdu,https://www.youtube.com/watch?v=Qy5y4BgPnRI,synthesized Jagjit Singh Aah Ko Chahiye,0.6166666666666667,2025-09-08 02:56:51,Unknown,False
Rahat Fateh Ali Khan,Mere Rashke Qamar,Baadshaho,Film,2017,Urdu,https://www.youtube.com/watch?v=EVNG6BeSpLU,Rahat Fateh Ali Khan Mere Rashke Qamar AI singing official,0.6,2025-09-08 02:56:52,Unknown,False
Jagjit Singh,Hazaron Khwahishen Aisi,Mirza Ghalib,Non-film,1988,Urdu,https://www.youtube.com/watch?v=Y3sjcbtr6U0,Jagjit Singh Hazaron Khwahishen Aisi synthesized Urdu,0.75,2025-09-08 02:56:53,Unknown,False
Ali Haider,Agar Pyar,Qarar,Non-film,1993,Urdu,https://www.youtube.com/watch?v=16e262jslG0,Ali Haider Agar Pyar synthesized 1993,0.65,2025-09-08 02:56:54,Unknown,True
Mehdi Hassan,Roshan Jamal-E-Yaar,Kehna Ussey,Non-film,1993,Urdu,https://www.youtube.com/watch?v=TtXQicH3cDc,AI singing Mehdi Hassan Roshan Jamal-E-Yaar,0.65,2025-09-08 02:56:55,Unknown,False
Jagjit Singh,Woh Firaaq Aur Woh Visal Kahan,A Sound Affair,Non-film,1985,Urdu,https://www.youtube.com/watch?v=46oFnF12Cyw,Jagjit Singh Woh Firaaq Aur Woh Visal Kahan AI cover,0.65,2025-09-08 02:56:55,Unknown,False
Rahat Fateh Ali Khan,Rabb Warga,Rabb Warga - Single,Non-film,2019,Urdu,https://www.youtube.com/watch?v=LolQtHfu098,synthesized Rahat Fateh Ali Khan Rabb Warga,0.55,2025-09-08 02:56:56,Unknown,False
Mehdi Hassan,Bheegi Bheegi Raaton Mein,Ada,Film,1994,Urdu,https://www.youtube.com/watch?v=9PzAj-3Babs,deepfake Mehdi Hassan Bheegi Bheegi Raaton Mein,0.7000000000000001,2025-09-08 02:56:57,Unknown,False
Ali Haider,Purani Jeans,Sandesa,Non-film,1995,Urdu,https://www.youtube.com/watch?v=5EWpeerjFWE,Ali Haider Purani Jeans AI version,0.65,2025-09-08 02:56:57,Unknown,True
Rahat Fateh Ali Khan,Firaaq,Firaaq,Non-film,2020,Urdu,https://www.youtube.com/watch?v=odwrzoD8dO0,Rahat Fateh Ali Khan Firaaq synthesized official,0.55,2025-09-08 02:56:58,Unknown,False
Mehdi Hassan,Main Hosh Mein Tha,Ghazal Treasury Vol. 1,Non-film,1995,Urdu,https://www.youtube.com/watch?v=DD278YJCpVk,Mehdi Hassan Main Hosh Mein Tha AI singing,0.75,2025-09-08 02:56:58,Unknown,False
Ali Haider,Sandesa,Sandesa,Non-film,1995,Urdu,https://www.youtube.com/watch?v=Qmzu1WyVPkU,Ali Haider Sandesa AI cover official,0.55,2025-09-08 02:57:01,Unknown,False
Nusrat Fateh Ali Khan,Piya Re Piya Re,Mohabbat,Non-film,1995,Urdu,https://www.youtube.com/watch?v=UotjPKG0SME,Nusrat Fateh Ali Khan Piya Re Piya Re AI version,0.85,2025-09-08 02:57:02,Unknown,True
Nusrat Fateh Ali Khan,Sanson Ki Mala Pey,Mohabbat,Non-film,1995,Urdu,https://www.youtube.com/watch?v=_eulkpr4CYs,AI cover Nusrat Fateh Ali Khan Sanson Ki Mala Pey,0.8,2025-09-08 02:57:03,Unknown,False
Jagjit Singh,Yeh Daulat Bhi Le Lo,A Sound Affair,Non-film,1985,Urdu,https://www.youtube.com/watch?v=F8hIVkzBAyo,Jagjit Singh Yeh Daulat Bhi Le Lo AI singing 1985,0.5700000000000001,2025-09-08 02:57:04,Unknown,False
Rahat Fateh Ali Khan,Meri Qismat,Meri Qismat - Single,Non-film,2022,Urdu,https://www.youtube.com/watch?v=NrXVPgouA_Q,Rahat Fateh Ali Khan Meri Qismat synthesized 2022,0.55,2025-09-08 02:57:06,Unknown,False
