"singer","title","film_album","film_or_nonfilm","year","Language","youtube_url","search_query_used","confidence_score","discovery_timestamp"
"Asha Bhosle","Mera Kuchh Saamaan","Ijaazat","Film","1987","Hindi","https://www.youtube.com/watch?v=Lpnvy2nDPjY","Asha Bhosle Mera Kuchh Saamaan Ijaazat official","0.9","2025-09-02 22:10:33"
"Habib Wahid","Beporowa Mon","nan","Non-film","2016","Bengali","https://www.youtube.com/watch?v=Svz2XEJ8ZI8","Habib Wahid Beporowa Mon nan official","0.7000000000000001","2025-09-02 22:10:33"
"Abhijeet Bhattacharya","Sanam O Sanam","Pehchaan","Film","1993","Hindi","https://www.youtube.com/watch?v=nfRlxXoNwnQ","Abhijeet Bhattacharya Sanam O Sanam Pehchaan official","0.9","2025-09-02 22:10:34"
"Richa Sharma","Tapki Jaye","Aanch","Film","2003","Hindi","https://www.youtube.com/watch?v=wW-gymGf318","Richa Sharma Tapki Jaye Aanch official","0.6","2025-09-02 22:10:34"
"Sonu Nigam","Mere Siva","Yaad","Non-film","2001","Hindi","https://www.youtube.com/watch?v=W-esS-Bfs28","Sonu Nigam Mere Siva Yaad official","0.9999999999999999","2025-09-02 22:10:34"
"Lucky Ali","Jaana Hai Jaana Hai","Kasak","Film","2005","Hindi","https://www.youtube.com/watch?v=aUkclolphrQ","Lucky Ali Jaana Hai Jaana Hai Kasak official","0.9999999999999999","2025-09-02 22:10:34"
"Kavita Seth","Ek Din","nan","Non-film","2012","Hindi","https://www.youtube.com/watch?v=rjNTzlcxcG4","Kavita Seth Ek Din nan official","0.7000000000000001","2025-09-02 22:10:34"
"Sadhana Sargam","Na Kajre Ki Dhar (Female)","Mohra","Film","1994","Hindi","https://www.youtube.com/watch?v=tIALY5lEzfA","Sadhana Sargam Na Kajre Ki Dhar (Female) Mohra official","0.82","2025-09-02 22:10:34"
"Kailash Kher","Bhole Chale","nan","Non-film","2019","Hindi","https://www.youtube.com/watch?v=M2F3Ma9QbgE","Kailash Kher Bhole Chale nan official","0.9999999999999999","2025-09-02 22:10:35"
"Asha Bhosle","Tanha Tanha Yahan Pe Jeena","Rangeela","Film","1995","Hindi","https://www.youtube.com/watch?v=fvnbKR6W5N8","Asha Bhosle Tanha Tanha Yahan Pe Jeena Rangeela official","0.9400000000000001","2025-09-02 22:10:35"
"Asees Kaur","Acha Sila Diya","nan","Non-film","2023","Hindi","https://www.youtube.com/watch?v=U8VxYfywPM4","Asees Kaur Acha Sila Diya nan official","0.5","2025-09-02 22:10:35"
"Sunidhi Chauhan","Kamli","Dhoom 3","Film","2013","Hindi","https://www.youtube.com/watch?v=C8kSrkz8Hz8","Sunidhi Chauhan Kamli Dhoom 3 official","0.8999999999999999","2025-09-02 22:10:35"
"Habib Wahid","Ami Tomar Hote Chai","Ami Tomar Hote Chai","Film","2016","Bengali","https://www.youtube.com/watch?v=e2ilv86j12A","Habib Wahid Ami Tomar Hote Chai Ami Tomar Hote Chai official","0.9999999999999999","2025-09-02 22:10:36"
"Srikanta Acharya","Ek Jhaak Paakhi","Chotushkone","Film","2014","Bengali","https://www.youtube.com/watch?v=jeDVFtoNkWI","Srikanta Acharya Ek Jhaak Paakhi official 2014","0.6000000000000001","2025-09-02 22:10:36"
"Abhijeet Bhattacharya","Badi Mushkil Hai","Anjaam","Film","1994","Hindi","https://www.youtube.com/watch?v=1EILtlc84KI","Abhijeet Bhattacharya Badi Mushkil Hai Anjaam official","0.6","2025-09-02 22:10:36"
"Sonu Nigam","Hum Na Jaane","Yaad","Non-film","2001","Hindi","https://www.youtube.com/watch?v=IMHEZNaCh7Y","Sonu Nigam Hum Na Jaane Yaad official","0.9","2025-09-02 22:10:37"
"Lucky Ali","Dekha Hai Aise Bhi","Road Movie","Film","2009","Hindi","https://www.youtube.com/watch?v=YTqYTCShaK4","Lucky Ali Dekha Hai Aise Bhi Road Movie official","0.9999999999999999","2025-09-02 22:10:37"
"Sadhana Sargam","Chupke Se","Saathiya","Film","2002","Hindi","https://www.youtube.com/watch?v=pf31eHcgApY","Sadhana Sargam Chupke Se Saathiya official","0.85","2025-09-02 22:10:37"
"Asha Bhosle","Zara Sa Jhoom Loon Main","Dilwale Dulhania Le Jayenge","Film","1995","Hindi","https://www.youtube.com/watch?v=ZGtowxq3TRg","Asha Bhosle Zara Sa Jhoom Loon Main Dilwale Dulhania Le Jayenge official","0.9400000000000001","2025-09-02 22:10:37"
"Sunidhi Chauhan","Piku","Piku","Film","2015","Hindi","https://www.youtube.com/watch?v=gLyVJZRIV8I","Sunidhi Chauhan Piku Piku official","0.9999999999999999","2025-09-02 22:10:37"
"Kailash Kher","Maula Mere","Gul Makai","Film","2020","Hindi","https://www.youtube.com/watch?v=RTVj4GJxGoc","Kailash Kher Maula Mere Gul Makai official","0.9999999999999999","2025-09-02 22:10:37"
"Asees Kaur","I Don't Give A","nan","Non-film","2023","Hindi","https://www.youtube.com/watch?v=v4RlFZOMU0s","Asees Kaur I Don't Give A nan official","0.775","2025-09-02 22:10:37"
"Habib Wahid","Ghum","nan","Non-film","2017","Bengali","https://www.youtube.com/watch?v=OqP-Y2ehh4A","Habib Wahid Ghum nan official","0.6000000000000001","2025-09-02 22:10:38"
"Sonu Nigam","Mohabbat Kabhi Maine","Yaad","Non-film","2001","Hindi","https://www.youtube.com/watch?v=aNrOzRGzb-Y","Sonu Nigam Mohabbat Kabhi Maine Yaad official","0.9999999999999999","2025-09-02 22:10:39"
"Lucky Ali","Kaisi Tanhai","Road Movie","Film","2009","Hindi","https://www.youtube.com/watch?v=kPufn1grFCQ","Lucky Ali Kaisi Tanhai Road Movie official","0.6000000000000001","2025-09-02 22:10:39"
"Srikanta Acharya","Tomake Chuye Dilam","Bastu-Shaap","Film","2016","Bengali","https://www.youtube.com/watch?v=APWFRjzxc6M","Srikanta Acharya Tomake Chuye Dilam Bastu-Shaap official","0.6","2025-09-02 22:10:39"
"Abhijeet Bhattacharya","Yeh Teri Aankhen Jhuki Jhuki","Fareb","Film","1996","Hindi","https://www.youtube.com/watch?v=XjXmQEj1qYM","Abhijeet Bhattacharya Yeh Teri Aankhen Jhuki Jhuki Fareb official","0.9999999999999999","2025-09-02 22:10:39"
"Sadhana Sargam","Aao Naa","Kyun! Ho Gaya Na","Film","2004","Hindi","https://www.youtube.com/watch?v=Lb5KsDJiO3Y","Sadhana Sargam Aao Naa Kyun! Ho Gaya Na official","0.9999999999999999","2025-09-02 22:10:39"
"Asha Bhosle","Le Gayi","Dil To Pagal Hai","Film","1997","Hindi","https://www.youtube.com/watch?v=WYNPwNb-vFA","Asha Bhosle Le Gayi Dil To Pagal Hai official","0.85","2025-09-02 22:10:39"
"Kailash Kher","Choti Si Chiraiya","Mimi","Film","2021","Hindi","https://www.youtube.com/watch?v=XIDp7F8-eHs","Kailash Kher Choti Si Chiraiya Mimi official","0.9","2025-09-02 22:10:40"
"Asees Kaur","Jhoom","nan","Non-film","2023","Hindi","https://www.youtube.com/watch?v=_wHJNT0-OEQ","Asees Kaur Jhoom nan official","0.6000000000000001","2025-09-02 22:10:40"
"Habib Wahid","Jhor","Sultana Bibiana","Film","2017","Bengali","https://www.youtube.com/watch?v=zAN_1yrjNgo","Habib Wahid Jhor Sultana Bibiana official","0.7000000000000001","2025-09-02 22:10:40"
"Sunidhi Chauhan","Girls Like To Swing","Dil Dhadakne Do","Film","2015","Hindi","https://www.youtube.com/watch?v=dZ6EWt8ti2c","Sunidhi Chauhan Girls Like To Swing Dil Dhadakne Do official","0.825","2025-09-02 22:10:40"
"Abhijeet Bhattacharya","Tumhain Kaise Main Bataoo","Dastak","Film","1996","Hindi","https://www.youtube.com/watch?v=r_KpqL8yW9Q","Abhijeet Bhattacharya Tumhain Kaise Main Bataoo Dastak official","0.9249999999999999","2025-09-02 22:10:42"
"Lucky Ali","Dil Gaaye Jaa","Xsuie","Non-film","2009","Hindi","https://www.youtube.com/watch?v=DYuyc2k9PHk","Lucky Ali Dil Gaaye Jaa Xsuie official","0.9","2025-09-02 22:10:42"
"Sonu Nigam","Ye Dil Tere Bin","Yaad","Non-film","2001","Hindi","https://www.youtube.com/watch?v=NvFVLS248ZI","Sonu Nigam Ye Dil Tere Bin Yaad official","0.9249999999999999","2025-09-02 22:10:42"
"Kailash Kher","Vande Mataram","Hai Tujhe Salaam India","Film","2022","Hindi","https://www.youtube.com/watch?v=FFuTmDVJN0s","Kailash Kher Vande Mataram Hai Tujhe Salaam India official","0.9999999999999999","2025-09-02 22:10:42"
"Habib Wahid","Mitthe Noy","nan","Non-film","2018","Bengali","https://www.youtube.com/watch?v=OqP-Y2ehh4A","Habib Wahid Mitthe Noy nan official","0.8999999999999999","2025-09-02 22:10:42"
"Asees Kaur","Pyar Karta Hai","nan","Non-film","2023","Hindi","https://www.youtube.com/watch?v=ItDbq4jIZ6Q","Asees Kaur Pyar Karta Hai nan official","0.7","2025-09-02 22:10:42"
"Asha Bhosle","Mujhe Rang De","Thakshak","Film","1999","Hindi","https://www.youtube.com/watch?v=Sfvuqtrbh0o","Asha Bhosle Mujhe Rang De Thakshak official","0.9","2025-09-02 22:10:42"
"Sadhana Sargam","Pehla Nasha (Female Solo)","Jo Jeeta Wohi Sikandar","Film","1992","Hindi","https://www.youtube.com/watch?v=MUrASUkLg_o","Sadhana Sargam Pehla Nasha (Female Solo) Jo Jeeta Wohi Sikandar official","0.85","2025-09-02 22:10:43"
"Sunidhi Chauhan","Bloody Hell","Rangoon","Film","2017","Hindi","https://www.youtube.com/watch?v=97TSBW4X1NA","Sunidhi Chauhan Bloody Hell Rangoon official","0.9999999999999999","2025-09-02 22:10:43"
"Richa Sharma","Chudiyaan","Police Force: An Inside Story","Film","2004","Hindi","https://www.youtube.com/watch?v=iGBl-4uAoRI","Richa Sharma Chudiyaan song","0.7000000000000001","2025-09-02 22:10:43"
"Abhijeet Bhattacharya","Main Hoon Akela","Mohabbat","Film","1997","Hindi","https://www.youtube.com/watch?v=hBYC3Fne5xc","Abhijeet Bhattacharya Main Hoon Akela Mohabbat official","0.9","2025-09-02 22:10:44"
"Lucky Ali","Bekarar","Paathshaala","Film","2010","Hindi","https://www.youtube.com/watch?v=0K27PrqnamU","Lucky Ali Bekarar Paathshaala official","0.9999999999999999","2025-09-02 22:10:44"
"Kailash Kher","Lalkaar","Fursat","Film","2023","Hindi","https://www.youtube.com/watch?v=LsTT2aLB8kg","Kailash Kher Lalkaar Fursat official","0.6","2025-09-02 22:10:44"
"Sonu Nigam","Chanda Ki Doli","Chanda Ki Doli","Non-film","2005","Hindi","https://www.youtube.com/watch?v=d3tipTwMhA4","Sonu Nigam Chanda Ki Doli Chanda Ki Doli official","0.9","2025-09-02 22:10:44"
"Habib Wahid","Tumi Amar","Chittagainga Powa Noakhailla Maiya","Film","2018","Bengali","https://www.youtube.com/watch?v=Ndm2bYJMbOU","Habib Wahid Tumi Amar Chittagainga Powa Noakhailla Maiya official","0.7000000000000001","2025-09-02 22:10:44"
"Asees Kaur","Tu Kahan Hai","nan","Non-film","2023","Hindi","https://www.youtube.com/watch?v=5YWKTYR3PPQ","Asees Kaur Tu Kahan Hai nan official","0.7000000000000001","2025-09-02 22:10:44"
"Asha Bhosle","Kambakht Ishq","Pyaar Tune Kya Kiya","Film","2001","Hindi","https://www.youtube.com/watch?v=4RtlIwJ7AsU","Asha Bhosle Kambakht Ishq Pyaar Tune Kya Kiya official","0.85","2025-09-02 22:10:44"
"Sadhana Sargam","Jab Koi Baat Bigad Jaye (Female)","Jurm","Film","1990","Hindi","https://www.youtube.com/watch?v=KYhHx5FbtWI","Sadhana Sargam Jab Koi Baat Bigad Jaye (Female) Jurm official","0.8500000000000001","2025-09-02 22:10:45"
"Sunidhi Chauhan","Smile Ke Dekho Dekho","nan","Non-film","2019","Hindi","https://www.youtube.com/watch?v=nrEnUl6646Q","Sunidhi Chauhan Smile Ke Dekho Dekho nan official","0.9249999999999999","2025-09-02 22:10:46"
"Abhijeet Bhattacharya","Tum Agar Samne","Raaz","Film","2002","Hindi","https://www.youtube.com/watch?v=Ezk8iW8qQtM","Abhijeet Bhattacharya Tum Agar Samne Raaz official","0.9999999999999999","2025-09-02 22:10:46"
"Sonu Nigam","Kismat","Chanda Ki Doli","Non-film","2005","Hindi","https://www.youtube.com/watch?v=1o7W9l5AR8A","Sonu Nigam Kismat Chanda Ki Doli official","0.9999999999999999","2025-09-02 22:10:47"
"Kailash Kher","Ho Tayyar","OMG 2","Film","2023","Hindi","https://www.youtube.com/watch?v=mmZ0ACYBOoI","Kailash Kher Ho Tayyar OMG 2 official","0.85","2025-09-02 22:10:47"
"Lucky Ali","Hairat","Anjaana Anjaani","Film","2010","Hindi","https://www.youtube.com/watch?v=PAUqRUmZxvg","Lucky Ali Hairat Anjaana Anjaani official","0.9999999999999999","2025-09-02 22:10:47"
"Habib Wahid","Shono","nan","Non-film","2018","Bengali","https://www.youtube.com/watch?v=KRwsy48c72I","Habib Wahid Shono nan official","0.8999999999999999","2025-09-02 22:10:47"
"Asees Kaur","Koi Si","nan","Non-film","2023","Hindi","https://www.youtube.com/watch?v=_wHJNT0-OEQ","Asees Kaur Koi Si nan official","0.6000000000000001","2025-09-02 22:10:47"
"Asha Bhosle","Sharara Sharara","Mere Yaar Ki Shaadi Hai","Film","2002","Hindi","https://www.youtube.com/watch?v=bjdB_k10Nt4","Asha Bhosle Sharara Sharara Mere Yaar Ki Shaadi Hai official","0.9999999999999999","2025-09-02 22:10:47"
"Sunidhi Chauhan","Ye Ranjishein","nan","Non-film","2021","Hindi","https://www.youtube.com/watch?v=5zqn_tJgWsY","Sunidhi Chauhan Ye Ranjishein nan official","0.85","2025-09-02 22:10:48"
"Kavita Seth","Tere Bina","nan","Non-film","2014","Hindi","https://www.youtube.com/watch?v=fSS_R91Nimw","Kavita Seth Tere Bina nan official","0.6000000000000001","2025-09-02 22:10:48"
"Sadhana Sargam","Bin Sajan Jhula Jhulu (Female)","Damini","Film","1993","Hindi","https://www.youtube.com/watch?v=7zEini1m3AU","Sadhana Sargam Bin Sajan Jhula Jhulu (Female) Damini official","0.9400000000000001","2025-09-02 22:10:48"
"Srikanta Acharya","Megher Kole","nan","Non-film","1998","Bengali","https://www.youtube.com/watch?v=rxe4dl8TcME","Srikanta Acharya Megher Kole song","0.6","2025-09-02 22:10:49"
"Richa Sharma","Tan Se Jo Chunari","Inteqam: The Perfect Game","Film","2004","Hindi","https://www.youtube.com/watch?v=R4TOeBgUfXI","Richa Sharma Tan Se Jo Chunari official 2004","0.7000000000000001","2025-09-02 22:10:49"
"Abhijeet Bhattacharya","Main Agar Saamne","Raaz","Film","2002","Hindi","https://www.youtube.com/watch?v=qTvUvDU3wYU","Abhijeet Bhattacharya Main Agar Saamne Raaz official","0.6","2025-09-02 22:10:49"
"Asees Kaur","Ve Kamleya (Redux)","Rocky Aur Rani Kii Prem Kahaani","Film","2023","Hindi","https://www.youtube.com/watch?v=aa7_itx64eI","Asees Kaur Ve Kamleya (Redux) Rocky Aur Rani Kii Prem Kahaani official","0.7","2025-09-02 22:10:49"
"Sonu Nigam","Maula","Chanda Ki Doli","Non-film","2005","Hindi","https://www.youtube.com/watch?v=A1ua3G4CkE4","Sonu Nigam Maula Chanda Ki Doli official","0.7000000000000001","2025-09-02 22:10:49"
"Lucky Ali","Safarnama","Tamasha","Film","2015","Hindi","https://www.youtube.com/watch?v=3kUWhw7FivU","Lucky Ali Safarnama Tamasha official","0.9999999999999999","2025-09-02 22:10:49"
"Kailash Kher","Ram Dhun","Main Atal Hoon","Film","2024","Hindi","https://www.youtube.com/watch?v=HoC8KNvssW4","Kailash Kher Ram Dhun Main Atal Hoon official","0.8999999999999999","2025-09-02 22:10:50"
"Asha Bhosle","Woh Koi Aaya Lachak Uthi Kaya","Dastan","Film","1972","Hindi","https://www.youtube.com/watch?v=quH4kdQleVs","Asha Bhosle Woh Koi Aaya Lachak Uthi Kaya Dastan official","0.9999999999999999","2025-09-02 22:10:50"
"Habib Wahid","Nodi","nan","Non-film","2018","Bengali","https://www.youtube.com/watch?v=Svz2XEJ8ZI8","Habib Wahid Nodi nan official","0.7000000000000001","2025-09-02 22:10:50"
"Sadhana Sargam","O Paalanhaare","Lagaan","Film","2001","Hindi","https://www.youtube.com/watch?v=ppev9gf5p9o","Sadhana Sargam O Paalanhaare Lagaan official","0.85","2025-09-02 22:10:50"
"Kavita Seth","Jeete Hain Chal","Neerja","Film","2016","Hindi","https://www.youtube.com/watch?v=-hR8BynJoDk","Kavita Seth Jeete Hain Chal Neerja official","0.9999999999999999","2025-09-02 22:10:50"
"Richa Sharma","Dooriyan","Popcorn Khao! Mast Ho Jao","Film","2004","Hindi","https://www.youtube.com/watch?v=vvdt-ozgU2c","Richa Sharma Dooriyan Popcorn Khao! Mast Ho Jao official","0.9999999999999999","2025-09-02 22:10:52"
"Abhijeet Bhattacharya","Aitbaar Nahi Karna","Qayamat","Film","2003","Hindi","https://www.youtube.com/watch?v=HoMSu1iw0Zw","Abhijeet Bhattacharya Aitbaar Nahi Karna Qayamat official","0.9999999999999999","2025-09-02 22:10:52"
"Sunidhi Chauhan","MasterChef India (Title Track)","nan","Non-film","2023","Hindi","https://www.youtube.com/watch?v=8w2tWaN51Vw","Sunidhi Chauhan MasterChef India (Title Track) official 2023","0.7000000000000001","2025-09-02 22:10:52"
"Atif Aslam","Jal Pari","Jal Pari","Non-film","2004","Hindi","https://www.youtube.com/watch?v=tKZceakmhvQ","Atif Aslam Jal Pari Jal Pari official","0.9999999999999999","2025-09-02 22:10:52"
"Asha Bhosle","Haye Bichhua Das Gayo Re","Jheel Ke Us Paar","Film","1973","Hindi","https://www.youtube.com/watch?v=lBIVZ-rQZ14","Asha Bhosle Haye Bichhua Das Gayo Re Jheel Ke Us Paar official","0.9400000000000001","2025-09-02 22:10:52"
"Kailash Kher","Bol Mohabbat","Amar Singh Chamkila","Film","2024","Hindi","https://www.youtube.com/watch?v=bUpGNv39_DE","Kailash Kher Bol Mohabbat Amar Singh Chamkila official","0.9999999999999999","2025-09-02 22:10:52"
"Shreya Ghoshal","Silsila Ye Chahat Ka","Devdas","Film","2002","Hindi","https://www.youtube.com/watch?v=QeN6DNUytBM","Shreya Ghoshal Silsila Ye Chahat Ka Devdas official","0.85","2025-09-02 22:10:52"
"Sadhana Sargam","Salaam-E-Ishq","Salaam-E-Ishq","Film","2007","Hindi","https://www.youtube.com/watch?v=vdmeeYxEqzM","Sadhana Sargam Salaam-E-Ishq Salaam-E-Ishq official","0.9999999999999999","2025-09-02 22:10:53"
"Kavita Seth","Khari Khari","nan","Non-film","2016","Hindi","https://www.youtube.com/watch?v=Yuy1VrgeCw4","Kavita Seth Khari Khari nan official","0.7000000000000001","2025-09-02 22:10:53"
"Abhijeet Bhattacharya","Zara Dekh Mera Deewanapan","Footpath","Film","2003","Hindi","https://www.youtube.com/watch?v=0eozo1R6od4","Abhijeet Bhattacharya Zara Dekh Mera Deewanapan Footpath official","0.6","2025-09-02 22:10:54"
"Habib Wahid","Alingon","nan","Non-film","2019","Bengali","https://www.youtube.com/watch?v=mho3V-BQ4yE","Habib Wahid Alingon official 2019","0.9999999999999999","2025-09-02 22:10:55"
"Sunidhi Chauhan","Aankh","nan","Non-film","2024","Hindi","https://www.youtube.com/watch?v=40Svc5reOng","Sunidhi Chauhan Aankh nan official","0.9999999999999999","2025-09-02 22:10:55"
"Alka Yagnik","Gali Mein Aaj Chand Nikla","Zakhm","Film","1998","Hindi","https://www.youtube.com/watch?v=sh4mVIxo6Wo","Alka Yagnik Gali Mein Aaj Chand Nikla Zakhm official","0.9999999999999999","2025-09-02 22:10:55"
"Atif Aslam","Bheegi Yaadein","Jal Pari","Non-film","2004","Hindi","https://www.youtube.com/watch?v=L1kNuuydjHI","Atif Aslam Bheegi Yaadein Jal Pari official","0.9999999999999999","2025-09-02 22:10:55"
"Asees Kaur","Sajke","nan","Non-film","2024","Hindi","https://www.youtube.com/watch?v=xplJtskB-Kw","Asees Kaur Sajke official 2024","0.7000000000000001","2025-09-02 22:10:55"
"Shreya Ghoshal","Jaadu Hai Nasha Hai","Jism","Film","2003","Hindi","https://www.youtube.com/watch?v=1DTXceUAG6U","Shreya Ghoshal Jaadu Hai Nasha Hai Jism official","0.9999999999999999","2025-09-02 22:10:55"
"Sadhana Sargam","Saiyaan","nan","Non-film","2000","Hindi","https://www.youtube.com/watch?v=kjfx_t5L-6w","Sadhana Sargam Saiyaan nan official","0.7000000000000001","2025-09-02 22:10:56"
"Kavita Seth","Prem Mein Tohre","Begum Jaan","Film","2017","Hindi","https://www.youtube.com/watch?v=7YlvPaJLWrA","Kavita Seth Prem Mein Tohre Begum Jaan official","0.9999999999999999","2025-09-02 22:10:56"
"Richa Sharma","Dhokha","Manorama Six Feet Under","Film","2007","Hindi","https://www.youtube.com/watch?v=ZsW-KfgbYBo","Richa Sharma Dhokha official 2007","0.7000000000000001","2025-09-02 22:10:57"
"Habib Wahid","Megher Nouka","nan","Non-film","2019","Bengali","https://www.youtube.com/watch?v=zGVypVCjjD4","Habib Wahid Megher Nouka nan official","0.7000000000000001","2025-09-02 22:10:57"
"Himesh Reshammiya","Aashiq Banaya Aapne","Aashiq Banaya Aapne","Film","2005","Hindi","https://www.youtube.com/watch?v=gAhTcWevZ3M","Himesh Reshammiya Aashiq Banaya Aapne Aashiq Banaya Aapne official","0.8999999999999999","2025-09-02 22:10:57"
"Srikanta Acharya","Amar Sarata Din","nan","Non-film","1999","Bengali","https://www.youtube.com/watch?v=R_nSCJwoI0A","Srikanta Acharya Amar Sarata Din song","0.6","2025-09-02 22:10:57"
"Neha Kakkar","Bareilly Ke Bazzar Mein","Jail","Film","2009","Hindi","https://www.youtube.com/watch?v=zfX8aOKiXxg","Neha Kakkar Bareilly Ke Bazzar Mein official 2009","0.6000000000000001","2025-09-02 22:10:57"
"Asees Kaur","Rangrez","nan","Non-film","2024","Hindi","https://www.youtube.com/watch?v=IbUADbr_bZk","Asees Kaur Rangrez nan official","0.7000000000000001","2025-09-02 22:10:58"
"Alka Yagnik","Agar Tum Saath Ho","Tamasha","Film","2015","Hindi","https://www.youtube.com/watch?v=dhY8jRNELUc","Alka Yagnik Agar Tum Saath Ho Tamasha official","0.825","2025-09-02 22:10:58"
"Atif Aslam","Dil Haray","Jal Pari","Non-film","2004","Hindi","https://www.youtube.com/watch?v=pzpZSpg9Z9s","Atif Aslam Dil Haray Jal Pari official","0.85","2025-09-02 22:10:58"
"Shreya Ghoshal","Suna Suna","Krishna Cottage","Film","2004","Hindi","https://www.youtube.com/watch?v=sFI6P1TRwmo","Shreya Ghoshal Suna Suna Krishna Cottage official","0.9999999999999999","2025-09-02 22:10:58"
"Sadhana Sargam","Oh My Love","nan","Non-film","1995","Hindi","https://www.youtube.com/watch?v=0I3aV0rAQDs","Sadhana Sargam Oh My Love nan official","0.7000000000000001","2025-09-02 22:10:58"
